gender,minority,deprived_area,mental_wellbeing,watch_wd,watch_we,play_wd,play_we,compute_wd,compute_we,phone_wd,phone_we
male,no,no,62,7,7,0.5,0.5,4,2,6,4
male,no,yes,53,0,1,3,5,3,5,0.5,0.5
male,no,no,57,2,3,1,2,0,0,1,2
female,yes,yes,47,0.5,0,0,0,0.5,2,2,3
female,no,no,51,0.5,2,0,0.5,0,0.5,4,5
male,yes,no,41,3,6,0,1,1,0,7,7
female,yes,no,39,4,6,0.5,1,6,6,6,7
female,no,yes,22,7,7,3,4,5,7,6,7
male,no,no,46,2,3,1,2,1,1,0.5,1
male,no,no,54,1,1,3,4,6,6,3,5
female,yes,yes,44,4,6,0,0.5,2,0.5,5,6
male,no,yes,57,3,5,2,4,1,2,1,3
male,no,no,62,0.5,4,2,5,6,3,7,7
male,no,no,60,0,1,0,0.5,1,1,0.5,0.5
male,yes,no,43,2,4,1,3,3,5,1,1
male,yes,yes,52,3,4,0,0,5,3,3,1
female,no,no,52,1,2,0,0,3,3,2,2
male,no,yes,68,4,4,2,5,0.5,1,6,7
female,no,no,41,3,2,0,0,1,0.5,2,3
male,no,no,48,2,4,3,5,2,4,2,6
female,no,no,48,2,3,0,0,0.5,1,4,5
male,no,no,50,0.5,2,0,4,0.5,2,0.5,2
female,no,yes,46,0,1,0,0,3,4,0.5,1
male,no,no,44,3,4,2,4,2,3,0.5,0.5
female,no,no,42,1,2,0,0,4,4,2,3
female,no,yes,41,5,7,3,6,3,3,7,7
female,yes,no,39,1,2,0,0,1,2,1,3
female,no,no,48,3,5,0,1,1,0.5,4,6
female,no,no,44,2,3,0,0,1,1,3,5
female,no,yes,49,1,4,0.5,0.5,5,6,5,6
female,yes,yes,48,5,7,0,0,4,1,7,7
female,yes,yes,49,2,5,0,0,0.5,0,2,5
female,no,no,44,3,6,0.5,1,5,7,5,7
female,no,no,45,1,2,0,0,3,2,4,4
male,no,yes,43,5,7,2,4,4,7,7,7
female,no,no,28,5,5,0.5,0.5,6,4,6,5
female,no,no,56,0,0.5,0.5,1,2,1,2,2
female,no,no,53,2,3,0,0,1,1,4,5
male,no,no,34,0.5,3,0,2,3,3,3,4
female,no,yes,35,1,3,0.5,5,1,0.5,3,7
male,no,yes,51,2,6,0.5,2,0,0.5,0.5,0.5
female,no,no,53,1,2,0,0,1,3,0.5,0.5
female,no,yes,41,1,2,0,0,2,3,2,3
female,no,no,38,2,3,0,0,2,2,1,0.5
male,no,no,58,3,4,0,0,0.5,1,0.5,1
male,yes,no,54,2,5,3,6,1,0,0.5,0.5
male,yes,yes,53,1,3,0.5,1,0.5,0.5,0.5,1
female,yes,yes,50,2,5,0,0,3,2,3,6
male,no,yes,48,5,6,0.5,1,0,0,2,5
female,no,no,42,4,5,0,0.5,2,3,0.5,0.5
male,yes,yes,47,5,7,5,7,5,7,7,7
male,yes,no,52,0.5,1,0.5,0.5,1,1,0,0.5
male,no,no,52,2,4,0,2,2,3,3,5
female,yes,yes,33,5,7,0,0,2,4,3,4
female,no,no,43,0.5,2,0,0,0.5,0.5,0.5,1
male,no,no,44,2,5,0,0.5,1,2,5,7
female,yes,yes,48,2,3,0,0,4,6,1,1
male,no,no,60,3,3,0.5,0.5,0,0,1,1
female,no,no,55,0.5,2,0,0,2,5,0.5,0.5
female,no,yes,51,2,3,0,0,0,0,4,2
female,no,yes,36,0.5,2,0,0,0.5,0,7,7
female,yes,yes,49,2,1,0,0,0,0,3,3
female,no,yes,56,2,2,0,0,1,2,3,2
female,no,yes,50,7,7,1,1,5,4,7,7
male,no,yes,57,4,6,2,4,1,2,1,1
female,no,yes,43,0,3,0,0,2,4,0,0
male,no,no,64,3,6,3,6,3,6,0.5,1
male,no,yes,70,2,5,2,5,2,0.5,0.5,0.5
female,yes,yes,48,0.5,0,0,0,0.5,0,6,7
female,no,no,53,2,4,0,0,0,0,3,5
male,yes,yes,58,7,4,0,0,5,2,7,7
male,no,yes,55,0.5,0.5,0,0,0,0,1,2
male,no,yes,52,4,5,2,3,0.5,0,2,2
male,no,no,44,0.5,0.5,3,5,2,2,0,0
female,no,no,47,2,3,0,0.5,1,1,1,1
female,no,no,50,3,4,0,0,4,5,4,5
male,no,yes,56,0.5,1,2,3,0,0,0,0
male,no,no,58,3,5,0.5,2,0.5,0.5,0.5,0.5
male,no,no,50,2,1,0,0,2,3,0.5,1
male,no,yes,56,7,7,7,7,3,3,7,7
male,no,no,53,3,4,3,3,1,1,0.5,1
female,no,no,45,2,4,0,2,1,0,7,7
male,no,no,56,2,5,1,1,1,2,3,3
female,no,no,37,2,1,1,1,6,4,4,4
female,yes,yes,40,5,7,0,0,3,5,3,4
male,no,no,53,3,6,0.5,1,3,6,3,6
female,yes,yes,43,1,2,0,0,2,2,7,7
male,no,no,54,4,4,7,7,3,4,4,5
female,yes,yes,44,5,2,0,0,2,0.5,4,5
female,no,no,65,4,5,1,2,3,5,1,2
female,no,no,50,2,4,0,0,1,1,4,4
female,no,yes,34,1,2,0,0,0,0,7,7
female,no,yes,44,5,4,1,2,0,0,3,4
male,no,no,57,2,4,2,5,0.5,0.5,6,7
male,no,no,50,2,0,0,0,2,2,2,2
female,yes,yes,50,4,4,0,0,5,5,6,6
male,no,no,54,7,7,7,7,2,2,0.5,0.5
female,no,no,48,5,7,0,0,7,7,7,7
female,no,no,40,3,5,0,0,7,7,7,7
male,no,yes,49,0.5,1,2,0.5,5,5,5,5
male,no,no,50,1,2,7,7,6,6,0,0
male,no,no,49,3,5,6,7,1,3,7,7
male,no,no,52,4,5,3,5,0.5,0.5,3,3
male,no,no,52,1,3,1,2,2,3,0,0
female,no,no,47,3,3,0,0,2,2,1,2
female,yes,yes,47,2,2,0,0,0,0,0.5,3
male,no,no,55,4,7,3,7,1,4,7,7
female,no,no,41,2,1,0,0,0,0,1,1
female,yes,no,28,1,2,0.5,1,5,7,7,7
female,no,no,39,2,3,0,0,2,4,3,4
female,no,no,45,3,6,0,1,4,6,7,7
male,yes,no,62,1,2,2,2,0.5,1,0.5,0.5
female,yes,no,38,3,5,0,0,4,6,3,4
male,no,no,50,2,5,0.5,1,0,0,2,3
male,no,no,41,6,7,2,0.5,3,3,7,7
female,no,yes,43,3,4,0,0,0,1,4,4
female,no,no,37,5,6,0,0,0.5,0,3,4
female,no,no,37,1,2,0,1,0.5,0.5,1,1
female,no,yes,32,3,6,0,0,0,0,5,7
female,yes,yes,56,4,6,0,0,2,4,7,7
female,no,yes,49,0.5,1,0,0,3,5,0.5,0.5
female,yes,no,24,2,3,0,0,2,1,1,3
male,no,no,55,0,1,5,0,0,0,1,0.5
female,yes,yes,33,2,2,0,0,3,3,0,0
male,no,yes,54,2,4,1,1,2,3,1,1
male,no,yes,66,0,0,5,7,2,4,0.5,0.5
male,no,no,57,0.5,0.5,0,1,1,1,1,1
male,no,yes,47,0.5,1,0.5,2,0,0,7,7
male,no,yes,47,2,2,4,1,1,0.5,6,7
female,yes,no,51,1,2,0,0,3,1,1,2
male,yes,yes,56,2,4,0,0,0,0,0,0
female,no,no,54,3,2,5,7,4,2,2,2
male,no,yes,46,4,4,3,3,0.5,0.5,2,2
female,no,no,68,2,3,3,2,2,1,0.5,0.5
female,yes,no,58,3,4,0,0,1,3,2,3
male,yes,no,34,2,4,2,2,0,0,2,3
male,yes,yes,59,5,4,2,3,2,3,2,1
male,yes,yes,35,3,6,2,3,0.5,0.5,1,1
male,no,no,61,1,2,0,0,2,3,2,2
female,no,no,46,2,3,0,0.5,2,0.5,4,6
male,no,no,52,0,0.5,0.5,2,6,7,0,0
male,no,no,56,3,4,7,7,4,4,1,1
female,yes,yes,43,2,4,0,0,0.5,0,7,7
male,no,yes,37,3,4,0,1,0.5,1,1,2
male,no,no,51,5,7,3,4,0,0,0,0
female,no,no,51,3,5,0,0,2,4,3,7
male,no,yes,55,3,3,4,6,2,1,2,1
female,no,yes,38,2,4,1,7,7,7,5,7
female,yes,yes,63,0.5,1,0.5,2,2,4,0.5,1
female,no,yes,50,4,3,2,1,0.5,0,5,6
male,yes,no,48,2,2,0,0,0,0,2,3
female,yes,yes,45,3,5,0,0,1,1,7,7
male,yes,yes,54,3,4,0,0,1,0.5,3,3
female,no,no,31,2,5,0,0,2,4,4,6
female,no,yes,52,1,4,0,1,2,1,2,4
female,no,yes,48,3,3,0,0,0,0,7,7
male,no,no,44,4,6,5,5,0.5,0,1,1
female,no,no,42,4,6,0,0,1,0,6,7
male,yes,yes,50,0.5,1,3,5,5,6,1,2
female,no,yes,42,2,5,0,2,2,2,2,3
male,yes,yes,56,2,4,3,5,0.5,0.5,1,2
male,no,no,31,2,3,1,2,0,1,0.5,0.5
female,no,yes,36,3,5,2,6,0.5,0,7,7
male,no,no,43,2,5,1,2,2,3,1,1
female,no,yes,52,2,4,0,0,0.5,0,3,3
male,no,no,42,5,7,1,2,1,2,2,4
female,no,no,50,3,5,0.5,0,1,0,4,7
female,no,yes,48,0,1,3,4,4,6,7,7
female,no,yes,31,1,2,1,3,4,5,7,7
female,no,no,45,2,4,1,4,2,3,1,4
female,no,no,53,2,2,0,0.5,1,2,1,1
male,yes,yes,47,7,7,0,0,0,0,0.5,2
male,no,no,53,1,2,5,7,1,1,1,2
female,no,no,32,1,1,0,0.5,1,5,4,3
female,no,no,51,2,3,0,0,0.5,3,2,2
female,no,no,42,4,6,0,2,3,7,2,2
male,yes,yes,64,0.5,1,0,0,2,2,2,2
female,yes,no,41,5,7,1,2,2,5,7,7
male,no,no,46,3,5,2,3,2,3,3,4
female,yes,yes,39,2,3,0,0,0,0,1,1
male,no,yes,31,3,4,3,5,1,0,4,7
male,no,yes,40,3,2,3,2,0,0,5,2
male,no,no,61,5,7,3,5,2,1,7,7
female,yes,no,39,3,4,1,1,0.5,0.5,4,4
male,no,yes,67,0,0,7,7,5,6,7,7
male,no,no,42,2,3,3,4,2,3,2,2
female,yes,yes,37,3,5,0,0,0.5,2,7,7
female,no,no,34,4,5,0,0,0,0,1,1
male,yes,yes,58,0.5,3,0,1,0,0,4,6
male,no,no,68,0.5,0.5,3,3,0.5,0.5,0.5,0.5
male,no,no,60,4,7,3,3,3,3,3,2
female,yes,no,45,4,6,0,0,1,4,1,2
female,no,no,45,2,4,0.5,0.5,2,2,3,4
male,no,yes,37,3,6,0,2,2,3,6,7
female,no,no,41,1,0,0,0,0,0,7,7
female,no,no,53,4,5,0,0,1,2,0.5,0.5
male,yes,yes,39,0,0,0,0,0,0,4,6
female,no,no,37,5,2,0,0,0,0.5,3,4
male,no,no,51,3,5,2,5,0.5,1,1,2
female,no,yes,50,3,5,2,3,0,0,7,7
female,yes,no,50,2,3,0,0,0.5,0,6,7
male,yes,yes,53,2,3,3,4,2,5,6,7
female,no,yes,63,1,0.5,0.5,1,1,2,1,1
male,no,no,45,0.5,0.5,3,7,0,0,1,0.5
male,no,no,45,2,4,0.5,2,1,2,0.5,0.5
female,yes,yes,31,1,2,0,0,0,0,2,4
male,no,no,60,2,4,1,3,0.5,0.5,0.5,0.5
female,no,yes,48,3,5,0,0,3,4,2,3
male,no,no,45,3,4,0.5,1,0,0.5,0,0
male,yes,no,52,3,5,2,3,2,3,4,5
male,yes,yes,57,1,0.5,0,0,0,0.5,0,0
male,no,no,43,2,3,0,5,1,2,4,4
female,no,no,43,3,4,1,1,2,1,1,0.5
male,no,no,62,0,0.5,0,0,2,3,1,1
male,yes,yes,59,2,4,0,0,4,6,6,6
female,no,no,70,2,3,0,0,1,1,3,4
male,no,yes,48,2,3,1,3,2,2,0,0
female,no,yes,51,3,4,0,0,0,0.5,0.5,0
female,no,yes,38,4,6,0,0,0,0,6,6
female,no,yes,45,2,3,0,0,1,0,4,5
female,no,no,49,2,4,0,0,0.5,0.5,7,7
male,yes,yes,46,1,2,3,3,1,1,4,5
female,no,yes,52,4,6,0,0,0.5,0,7,7
male,no,no,55,1,3,0,0,0,0,2,7
female,yes,yes,59,2,2,0,0.5,0,0,0,0
male,yes,no,55,0.5,1,0,0,2,4,1,4
female,no,no,44,1,2,0,0.5,0.5,0.5,0.5,1
male,no,yes,46,7,4,3,3,4,2,6,4
female,yes,yes,35,2,4,1,5,3,7,7,7
male,no,yes,53,1,1,6,7,1,1,0,0
female,no,no,40,1,1,0.5,0.5,3,5,4,5
female,no,no,55,1,2,0,0.5,1,1,3,4
male,yes,yes,48,6,6,4,6,2,2,7,7
female,no,yes,43,2,3,0,0,3,1,0,0
female,yes,yes,58,3,5,2,0.5,7,7,7,7
male,no,no,61,2,4,0.5,1,0.5,0.5,0,0
female,yes,yes,31,0,3,0,0,2,3,3,4
female,no,yes,42,2,3,0,0,2,3,6,7
male,yes,yes,38,5,7,0,0,6,6,0.5,0.5
male,yes,yes,51,2,3,0,0,1,2,2,3
male,no,yes,37,1,0.5,1,1,0,0.5,0,0
male,no,no,46,2,4,1,2,0,0,0,0
female,yes,yes,35,7,7,4,6,1,3,7,7
male,yes,no,44,1,3,0,0,2,4,6,7
female,no,yes,36,0.5,1,0.5,1,1,1,4,7
male,yes,yes,49,1,3,0.5,3,3,2,2,2
male,yes,yes,53,2,4,5,6,2,3,1,0.5
female,no,yes,60,2,4,0,0,3,4,2,5
male,yes,yes,54,3,7,0,0,2,7,3,4
female,no,no,61,2,3,0,0,2,2,2,3
male,no,no,51,3,4,2,3,1,1,2,2
male,no,no,52,1,4,0.5,2,0,1,0,0
female,yes,yes,22,3,7,0,0,7,7,7,7
female,no,yes,56,2,4,0,0,2,5,4,5
male,no,yes,65,0.5,0.5,3,5,0.5,0.5,0.5,0.5
male,no,yes,49,4,6,2,3,2,3,2,3
male,no,no,37,2,3,2,4,1,2,1,1
female,no,no,38,4,2,4,0,4,1,4,0.5
male,yes,yes,56,4,5,0,0,5,7,7,7
female,yes,yes,41,0.5,3,0,0,0,0,4,1
male,no,yes,29,3,2,1,0,1,1,0.5,0
female,no,yes,45,3,7,0,0,2,2,1,5
male,no,yes,52,4,2,3,1,1,2,4,6
female,no,no,54,7,7,0.5,1,0,0,7,7
male,no,no,35,3,6,0,0,1,1,0.5,0.5
female,no,yes,34,7,5,7,6,0,0,0,0
female,no,yes,28,3,6,0,0,2,2,2,3
female,no,yes,42,0.5,2,0,0,0,0.5,3,7
male,no,yes,49,4,2,0,6,2,0.5,2,2
male,no,no,52,1,1,1,1,2,4,0.5,0.5
male,yes,no,53,3,4,0,1,0.5,0,0.5,0.5
female,no,no,33,7,7,0,0,7,7,7,7
female,yes,yes,56,2,1,0,0,3,4,1,3
female,no,yes,52,3,5,0,0,0,0.5,5,7
male,yes,no,51,0.5,1,0,0.5,2,4,0.5,0.5
female,no,yes,41,3,2,0,0,4,5,4,5
female,no,yes,50,2,4,0,0,4,5,2,4
female,no,no,56,3,4,0,0.5,4,2,4,5
male,yes,no,52,3,4,0,1,0.5,0.5,3,4
female,yes,no,37,4,6,0,2,2,3,5,7
female,no,no,55,2,2,0,0,1,2,1,1
female,no,no,43,1,4,0,0,2,5,3,4
female,no,yes,64,3,5,0,2,0.5,1,1,2
male,no,no,50,3,6,0,0,0.5,0.5,0,0
male,no,yes,48,2,5,1,2,0.5,1,3,5
female,no,no,45,3,3,6,6,7,7,0.5,0.5
female,no,yes,39,1,3,0,0,2,4,2,3
female,no,yes,48,0.5,1,0,0,2,3,2,3
male,yes,yes,63,0.5,3,0,0.5,2,4,4,5
female,yes,no,31,7,7,0,0,4,7,7,7
male,no,yes,39,1,1,0.5,1,4,4,4,4
male,yes,yes,59,3,3,1,1,0.5,0.5,2,3
male,no,yes,55,2,3,2,4,3,2,0.5,1
female,no,no,48,1,2,0,0,1,1,1,1
male,yes,yes,62,2,4,2,5,2,5,4,6
female,yes,no,44,2,4,0,0,3,5,4,7
female,no,no,46,1,3,0,0,3,4,4,6
male,no,no,43,3,6,2,7,3,4,5,4
female,no,no,33,5,4,0,0,0,0,7,7
female,no,no,25,7,7,0,0,0.5,0,7,7
female,no,no,39,4,5,0,0,0,0.5,5,6
female,no,no,43,2,2,0,0,0,0,3,5
male,no,no,64,2,3,1,2,0.5,0.5,0.5,0.5
male,no,no,47,2,3,1,2,0.5,0,1,0.5
male,no,yes,44,1,4,6,4,0.5,0.5,2,5
male,yes,yes,54,3,6,1,3,0,0,1,1
female,no,yes,47,2,0.5,0,0,0,0,5,2
male,no,no,63,7,3,0.5,2,1,0,5,1
female,no,yes,44,7,7,0,0,5,7,7,7
male,no,no,33,3,4,3,6,2,2,3,4
female,no,no,52,4,5,0.5,0.5,2,1,1,1
female,no,no,32,2,2,0.5,0.5,3,3,5,5
male,no,yes,49,5,7,4,7,6,7,7,7
male,no,no,49,0.5,0.5,0.5,1,0.5,1,0,0
male,no,no,47,5,7,7,7,7,7,7,7
female,no,no,59,3,4,0,0.5,2,0.5,7,7
male,no,yes,60,1,2,0,0,0.5,1,0,0
male,no,no,42,3,5,1,2,3,4,2,2
male,yes,yes,66,4,6,5,7,4,4,7,7
female,no,yes,57,2,4,0,0,1,2,3,7
female,no,yes,42,1,2,0,0,4,6,7,7
female,no,yes,48,2,4,0.5,0.5,1,1,4,4
male,no,yes,52,1,3,3,3,2,2,1,2
female,yes,yes,40,4,7,0,0.5,0,0,7,7
female,no,yes,44,0,1,0,0.5,5,7,4,6
male,no,no,46,2,4,0,1,1,2,1,3
male,no,no,50,3,4,2,3,0,1,1,0.5
male,no,yes,60,2,2,0,3,2,3,1,0.5
female,no,yes,52,1,3,0.5,3,4,2,1,2
female,yes,no,41,0.5,2,1,3,1,1,6,7
male,no,yes,48,0,2,3,5,3,4,1,6
male,no,no,56,2,4,2,7,0.5,0.5,7,7
female,yes,no,33,3,0.5,0,0.5,1,1,1,0
female,no,no,48,3,6,0,0,2,1,1,2
female,no,no,50,0.5,0.5,1,2,2,0,2,3
female,yes,no,37,3,4,0,0,0,0,4,7
female,yes,yes,37,3,6,2,3,6,7,2,3
female,no,no,41,2,4,0,0,1,0,0.5,0.5
male,no,yes,47,1,2,1,3,2,2,0,1
female,no,yes,42,3,4,0.5,1,2,2,7,7
female,yes,yes,59,1,2,0,0.5,2,2,1,2
male,yes,yes,57,7,7,3,3,3,7,0.5,0
male,no,no,42,1,2,0,0,0.5,0.5,0,0
male,yes,yes,56,0.5,0.5,2,4,0.5,0.5,7,7
female,no,no,40,3,1,0,0,0,0.5,5,3
female,yes,yes,40,7,7,3,4,0.5,1,7,7
female,no,yes,38,3,5,0,0,7,3,5,3
male,no,yes,52,2,5,2,6,7,7,7,7
male,no,no,56,1,1,1,2,1,3,0.5,0.5
female,no,no,24,2,2,0,0,2,2,1,1
female,no,yes,43,5,6,0,0,0,0,6,7
female,no,no,49,4,5,0,0.5,3,2,5,6
male,no,yes,52,1,3,0,1,3,3,1,3
male,no,no,60,4,6,5,7,0.5,0.5,0,0
male,no,no,48,5,6,3,4,1,2,3,4
female,no,no,49,3,4,0,0,2,5,2,3
female,no,no,41,3,2,0,0,1,0,0,0
male,no,yes,55,2,4,3,7,0.5,0.5,1,3
male,yes,no,42,3,4,0.5,2,1,2,0.5,0.5
male,no,no,54,1,2,0.5,2,2,3,0,0
female,no,no,47,3,2,0,0,2,1,5,6
female,no,no,42,4,3,0.5,0,1,0.5,2,1
female,yes,yes,22,3,7,0,3,7,7,3,7
female,no,yes,28,2,2,0,0,0.5,2,5,7
female,no,yes,46,6,7,0,0,1,1,3,4
female,no,no,36,6,7,4,5,6,7,4,1
male,no,no,52,2,3,3,6,3,3,2,2
female,no,yes,28,4,7,0,0,0,0,4,7
male,no,no,40,3,4,1,2,0.5,0.5,1,1
female,no,yes,41,2,2,2,3,0,0,4,5
female,yes,yes,52,3,4,1,4,2,0,3,3
female,yes,no,49,2,4,0,0,0.5,2,3,6
male,no,yes,70,1,3,1,3,1,3,1,3
female,no,yes,45,3,5,0,0,4,2,3,5
female,no,yes,51,1,3,0,0,0.5,0,7,7
female,no,no,48,6,7,0.5,0.5,6,7,0.5,0.5
male,no,yes,52,4,6,2,4,2,4,2,3
male,yes,no,38,1,3,0,2,0.5,1,1,2
male,no,no,47,4,7,0.5,2,4,5,0,0
male,no,no,40,2,3,5,6,0.5,1,0.5,1
female,no,no,45,5,6,0,0,3,2,7,7
female,yes,yes,45,3,5,0,0,1,0.5,1,2
female,no,no,49,1,3,0,0,1,4,2,3
female,no,no,39,2,3,0,0,2,2,0.5,0.5
female,no,yes,50,4,4,0,0,1,1,6,6
female,no,yes,37,6,4,0,0,0,0,6,4
female,no,yes,66,3,6,0,1,1,1,2,3
female,no,no,30,2,4,0,0,0,0.5,3,7
female,yes,yes,47,5,7,1,2,4,5,4,6
female,no,no,44,2,2,0,0,0.5,0,3,5
male,no,no,48,2,4,1,2,1,2,0.5,0.5
female,yes,yes,31,0.5,4,0,0,3,5,2,3
female,no,no,53,1,2,0,0,3,3,2,3
female,no,yes,20,0.5,3,0,0,5,6,7,7
female,yes,no,36,0,0.5,0,0,0.5,1,6,7
male,no,yes,64,1,1,2,2,0.5,1,1,2
male,no,yes,29,5,7,2,7,1,2,1,1
male,no,no,56,2,5,0,4,0.5,0.5,0.5,1
male,no,no,52,5,2,2,7,0.5,0.5,0,0
female,yes,yes,37,3,1,0,0,0,0,4,4
female,no,yes,39,5,7,0,0,5,7,7,7
female,no,no,45,1,2,0,0,3,4,4,5
female,yes,yes,44,1,1,0,0,0,1,5,6
male,yes,yes,39,5,0,4,5,2,2,2,2
female,yes,yes,39,5,3,0,0.5,2,1,5,6
female,yes,no,29,2,4,0,0,1,1,5,6
female,no,yes,46,4,6,2,3,2,1,1,0.5
male,no,no,40,5,7,4,6,0,0,0,0
male,yes,no,33,2,3,2,1,0,0,0,0
female,no,yes,57,7,7,0.5,0,7,7,7,7
male,no,no,39,2,3,3,5,2,5,0,0
female,yes,yes,60,7,7,0,0,0,0,7,7
male,no,no,57,0,0,1,0.5,0,0,3,3
male,no,no,55,5,4,0,0,4,4,5,3
female,yes,no,43,3,4,0,0,0.5,0.5,4,4
female,no,no,41,4,7,7,7,5,7,2,3
male,no,no,53,0,0,0,7,0,6,1,2
male,no,no,51,2,1,0.5,3,1,1,0.5,0.5
male,yes,yes,38,7,7,7,7,5,5,3,3
male,yes,no,53,6,7,2,7,0,1,7,7
female,yes,no,39,5,3,0.5,0,7,7,7,7
male,no,no,31,3,2,3,4,1,2,4,4
female,yes,no,46,2,4,0,1,2,4,3,5
male,yes,no,53,2,4,0,0,0.5,1,3,5
female,no,no,58,1,4,0,0,0,0.5,1,4
female,no,yes,24,2,4,0,0.5,2,1,2,2
female,no,no,56,2,1,0,0,0.5,1,0.5,0.5
male,no,yes,49,4,5,0,0,0,0,6,6
male,no,no,49,6,7,3,4,7,7,6,6
female,no,yes,47,2,4,0,0,1,0,5,7
male,no,no,59,2,4,3,5,2,0,0.5,0.5
male,yes,no,51,1,3,0,0,0.5,0,3,5
female,no,no,29,3,3,0,0,0,0,1,2
male,no,no,40,3,4,0,3,1,1,0.5,0.5
male,no,no,64,2,3,0,0,2,1,4,4
female,yes,no,47,6,7,0,0,2,3,7,7
male,no,no,50,3,2,0,1,0.5,0,2,3
male,no,yes,52,3,3,0,1,3,3,0,0
male,yes,no,54,5,6,2,4,2,2,3,4
male,no,no,56,3,5,2,3,2,3,3,4
male,no,no,50,3,4,0,2,0.5,3,1,2
male,no,no,54,2,3,2,3,6,6,4,5
male,no,no,46,3,4,4,1,3,0.5,7,7
female,no,yes,33,3,5,0,0,2,4,1,2
male,no,yes,45,4,5,0,0,3,4,3,4
female,no,no,51,2,7,0,3,3,1,2,2
female,yes,yes,47,3,1,0,1,3,5,7,3
female,yes,yes,51,1,2,0.5,1,0,0,1,1
male,no,no,39,3,5,3,2,2,3,5,7
female,no,no,42,4,2,1,2,2,2,1,1
female,yes,yes,32,3,4,1,4,6,7,6,7
female,no,yes,55,5,4,0.5,0.5,2,2,0.5,1
male,no,no,56,3,6,0,3,0,0,2,7
female,no,no,55,0.5,2,0,0,0.5,2,1,2
female,yes,yes,40,2,3,0,0,2,4,3,4
male,no,no,54,4,4,1,3,0.5,0.5,5,7
female,yes,no,44,3,4,0,0,3,4,0,0
female,no,no,59,4,6,0.5,1,1,3,2,3
male,yes,no,53,3,4,0,0.5,2,1,4,5
female,no,no,55,2,3,0,0.5,2,4,2,5
male,no,no,48,1,3,5,7,1,0.5,0.5,1
female,no,no,50,2,2,0,0,0.5,1,2,2
male,yes,yes,48,4,6,3,7,3,5,4,6
female,no,no,30,2,4,0.5,1,0,0,2,6
female,yes,no,61,2,4,0,0.5,1,3,0.5,1
female,yes,yes,50,2,3,0,0,0.5,0.5,5,5
male,no,yes,50,3,4,0,2,0,0,4,4
male,no,no,42,3,6,3,6,1,3,5,5
male,no,yes,46,3,4,0,0,3,3,6,7
female,no,no,70,2,2,0,0,2,2,2,2
male,no,no,60,1,4,2,4,5,6,6,6
male,no,no,55,2,3,1,2,0.5,1,0,0
female,no,no,57,3,5,0,0,0.5,0,3,6
male,yes,yes,52,4,4,2,2,0.5,1,5,7
male,no,no,57,5,6,1,3,4,5,3,4
male,no,no,28,0,0,3,3,7,7,0.5,1
female,no,no,48,2,0,0,0,1,1,7,7
male,no,yes,50,3,6,3,4,1,1,1,2
male,no,no,67,1,2,3,4,1,1,1,1
female,no,yes,32,6,7,0,0,2,3,7,7
female,no,yes,55,0,3,0,0,0,0,7,7
female,no,yes,50,2,1,0,0,0.5,0,3,3
female,no,no,52,3,4,0,0,0.5,1,2,3
female,no,no,47,3,4,0,0,0,0,7,7
female,no,yes,45,4,4,0,0,0,0,3,3
female,no,no,63,3,2,0.5,0.5,3,3,2,2
female,yes,yes,50,2,4,0,0,1,3,3,4
male,no,yes,26,6,6,0,1,0.5,0,2,2
male,no,no,42,4,6,5,7,3,4,5,7
female,yes,no,41,5,7,0,0,5,6,2,4
male,no,no,56,1,4,4,7,2,2,5,7
female,yes,yes,44,2,4,0,0,4,5,6,7
male,no,yes,50,3,4,1,5,4,3,0,0
male,no,no,28,2,4,0,1,1,3,2,3
male,yes,yes,53,5,7,1,3,2,4,4,6
female,yes,yes,35,2,6,0,0.5,2,0.5,3,7
male,no,no,58,2,3,2,1,4,5,4,5
female,no,no,47,2,4,0,0,2,4,5,7
female,no,no,42,3,4,0,0,2,2,4,4
male,no,no,47,0,0,4,4,0,0,0,0
male,no,no,66,6,7,0,7,6,4,1,0.5
female,no,no,51,4,6,0,2,0.5,1,3,4
female,no,no,55,2,0.5,0,0,2,0.5,0,0
male,no,no,35,1,1,2,0.5,1,0.5,0.5,0.5
male,no,no,42,2,2,0.5,0.5,1,2,0.5,0.5
male,no,no,55,2,4,1,5,0,0,1,2
male,no,no,42,1,2,5,7,0,0,1,2
male,no,yes,34,5,7,7,7,2,4,0,0
male,no,yes,46,1,3,2,4,0.5,1,2,3
male,no,no,51,1,2,2,3,1,2,7,7
female,no,yes,35,4,6,0,1,0,0,6,6
female,no,no,35,2,2,0,0,3,3,5,5
male,no,no,46,2,2,2,2,2,2,1,1
female,no,yes,55,2,3,0,0,0.5,0,6,7
female,yes,yes,31,5,7,0,0,1,0.5,7,7
male,no,no,45,5,6,2,3,1,1,0,0.5
female,no,yes,45,6,7,3,4,1,0.5,7,7
female,no,no,47,2,4,0,0,0.5,3,0.5,3
male,no,no,39,6,7,1,2,1,2,0,0
female,yes,no,39,3,5,0,0,0.5,1,1,1
female,no,no,53,1,3,0,0,3,4,6,4
female,no,yes,43,4,6,3,4,2,3,0.5,2
male,no,no,59,2,7,0,0.5,2,2,3,4
female,no,no,43,0.5,2,0,0,0.5,0.5,0.5,0.5
female,yes,yes,38,3,3,0,0,0.5,0.5,3,4
male,yes,yes,38,7,7,3,5,2,2,0.5,1
male,no,yes,66,2,0.5,0,4,7,7,7,7
female,no,yes,18,0.5,2,0,1,3,4,0,0
